Date,Block,Primary Type,Location Description,Arrest,Year
1/16/2018 12:00,010XX N PAULINA ST,CRIMINAL DAMAGE,STREET,False,2018
1/16/2018 12:45,108XX S AVENUE F,THEFT,RESIDENCE,False,2018
1/11/2018 0:00,072XX S SOUTH SHORE DR,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/15/2018 22:30,028XX N NATOMA AVE,MOTOR VEHICLE THEFT,OTHER,False,2018
1/16/2018 15:48,114XX S HALSTED ST,BATTERY,CTA BUS,False,2018
1/16/2018 22:45,026XX N SHEFFIELD AVE,THEFT,STREET,False,2018
1/16/2018 21:00,049XX W MONTROSE AVE,THEFT,STREET,False,2018
1/17/2018 6:00,049XX W CORTEZ ST,OTHER OFFENSE,RESIDENCE,False,2018
1/16/2018 19:30,010XX N PAULINA ST,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/16/2018 21:00,030XX S KOSTNER AVE,MOTOR VEHICLE THEFT,STREET,True,2018
1/17/2018 16:36,007XX S ST LOUIS AVE,NARCOTICS,OTHER,True,2018
1/17/2018 16:30,015XX N WASHTENAW AVE,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/17/2018 19:50,0000X W 110TH PL,CRIMINAL TRESPASS,ABANDONED BUILDING,True,2018
1/16/2018 12:50,007XX N WABASH AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/17/2018 22:15,061XX S KOLIN AVE,CRIMINAL DAMAGE,RESIDENCE,False,2018
1/18/2018 8:45,032XX N NORDICA AVE,BURGLARY,RESIDENCE,True,2018
1/18/2018 13:17,044XX W ROSCOE ST,WEAPONS VIOLATION,STREET,True,2018
1/18/2018 14:00,0000X W ADAMS ST,THEFT,RESTAURANT,False,2018
1/18/2018 15:51,015XX W 17TH ST,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,True,2018
1/16/2018 16:00,036XX W NORTH AVE,DECEPTIVE PRACTICE,SMALL RETAIL STORE,False,2018
1/18/2018 16:30,024XX W HARRISON ST,ASSAULT,SIDEWALK,False,2018
1/17/2018 19:00,064XX S DR MARTIN LUTHER KING JR DR,THEFT,STREET,False,2018
1/18/2018 17:30,049XX W NORTH AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/18/2018 19:16,079XX S ASHLAND AVE,PUBLIC PEACE VIOLATION,GAS STATION,True,2018
1/18/2018 21:12,082XX S JEFFERY BLVD,BURGLARY,APARTMENT,False,2018
1/18/2018 20:25,001XX E 123RD ST,OTHER OFFENSE,RESIDENCE,False,2018
1/18/2018 21:20,007XX N AVERS AVE,WEAPONS VIOLATION,STREET,True,2018
1/18/2018 22:00,027XX N AUSTIN AVE,MOTOR VEHICLE THEFT,STREET,False,2018
1/18/2018 6:00,048XX S CALUMET AVE,BURGLARY,OTHER,False,2018
1/18/2018 21:30,063XX W DEVON AVE,BURGLARY,RESIDENCE-GARAGE,False,2018
1/18/2018 17:30,002XX W 95TH ST,MOTOR VEHICLE THEFT,STREET,False,2018
1/19/2018 7:10,001XX E WACKER DR,DECEPTIVE PRACTICE,OTHER,False,2018
1/19/2018 10:15,040XX W 21ST ST,BATTERY,APARTMENT,False,2018
1/19/2018 13:37,040XX W CARROLL AVE,INTERFERENCE WITH PUBLIC OFFICER,STREET,True,2018
1/19/2018 8:00,129XX S WALLACE ST,THEFT,RESIDENCE-GARAGE,False,2018
1/19/2018 13:30,054XX W CORTEZ ST,THEFT,RESIDENCE,False,2018
1/19/2018 16:45,075XX S ASHLAND AVE,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/19/2018 10:00,042XX W ADAMS ST,ROBBERY,SIDEWALK,False,2018
1/19/2018 19:20,014XX E 71ST ST,WEAPONS VIOLATION,STREET,True,2018
1/19/2018 17:40,069XX S LAFAYETTE AVE,CRIMINAL TRESPASS,RESTAURANT,False,2018
1/19/2018 17:40,007XX W DIVERSEY PKWY,ASSAULT,CHA HALLWAY/STAIRWELL/ELEVATOR,False,2018
1/19/2018 17:12,0000X E ADAMS ST,BATTERY,RESTAURANT,True,2018
1/19/2018 21:42,028XX W NORTH AVE,BATTERY,APARTMENT,False,2018
1/19/2018 23:10,008XX W LAKE ST,MOTOR VEHICLE THEFT,STREET,False,2018
1/19/2018 20:20,014XX S LAWNDALE AVE,BATTERY,VEHICLE NON-COMMERCIAL,False,2018
1/20/2018 0:15,016XX W CONGRESS PKWY,BATTERY,HOSPITAL BUILDING/GROUNDS,False,2018
1/20/2018 1:51,057XX W MADISON ST,INTERFERENCE WITH PUBLIC OFFICER,STREET,True,2018
1/20/2018 4:39,051XX S DORCHESTER AVE,BATTERY,SIDEWALK,False,2018
1/19/2018 20:00,021XX S CHRISTIANA AVE,MOTOR VEHICLE THEFT,STREET,False,2018
1/20/2018 8:15,027XX W CATALPA AVE,BATTERY,STREET,False,2018
1/20/2018 10:31,009XX N ST LOUIS AVE,NARCOTICS,ALLEY,True,2018
1/19/2018 23:30,042XX S STATE ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/19/2018 17:00,022XX W WINNEMAC AVE,CRIMINAL DAMAGE,STREET,False,2018
1/20/2018 8:25,064XX S FAIRFIELD AVE,ROBBERY,STREET,False,2018
1/19/2018 12:34,066XX S VERNON AVE,BURGLARY,RESIDENCE,False,2018
1/20/2018 10:00,016XX N SEDGWICK ST,THEFT,STREET,False,2018
1/20/2018 17:20,096XX S WALLACE ST,BATTERY,RESIDENCE,False,2018
1/20/2018 19:15,0000X N STATE ST,THEFT,SMALL RETAIL STORE,True,2018
1/21/2018 2:21,016XX S SPRINGFIELD AVE,ASSAULT,RESIDENCE,False,2018
1/19/2018 11:00,068XX S NORMAL BLVD,THEFT,RESIDENCE,False,2018
1/21/2018 9:00,075XX S ASHLAND AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/20/2018 20:00,060XX N SACRAMENTO AVE,MOTOR VEHICLE THEFT,STREET,False,2018
1/21/2018 11:00,041XX W WEST END AVE,ASSAULT,RESIDENCE PORCH/HALLWAY,False,2018
1/21/2018 12:20,063XX S WOOD ST,BATTERY,STREET,False,2018
1/18/2018 16:51,012XX S WABASH AVE,ASSAULT,GAS STATION,True,2018
1/21/2018 18:00,006XX E 88TH ST,CRIMINAL DAMAGE,STREET,False,2018
1/21/2018 22:20,054XX S ARCHER AVE,THEFT,DEPARTMENT STORE,False,2018
1/21/2018 18:00,053XX W GLADYS AVE,OTHER OFFENSE,RESIDENCE,False,2018
1/21/2018 23:50,007XX S KILBOURN AVE,THEFT,STREET,False,2018
1/21/2018 18:00,059XX S WABASH AVE,THEFT,RESIDENCE PORCH/HALLWAY,False,2018
1/15/2018 17:30,009XX W WASHINGTON BLVD,MOTOR VEHICLE THEFT,STREET,False,2018
1/21/2018 18:00,061XX W NEWPORT AVE,THEFT,VEHICLE NON-COMMERCIAL,False,2018
1/21/2018 22:00,009XX W LELAND AVE,CRIMINAL DAMAGE,APARTMENT,False,2018
1/20/2018 9:00,058XX S ADA ST,OTHER OFFENSE,RESIDENCE,False,2018
1/11/2018 12:00,021XX W GLADYS AVE,DECEPTIVE PRACTICE,APARTMENT,False,2018
1/18/2018 19:45,027XX N LINCOLN AVE,MOTOR VEHICLE THEFT,STREET,False,2018
1/21/2018 18:00,034XX W 59TH PL,BATTERY,RESIDENCE,False,2018
1/21/2018 11:24,040XX W IRVING PARK RD,DECEPTIVE PRACTICE,SMALL RETAIL STORE,False,2018
1/20/2018 23:00,008XX W 87TH ST,ROBBERY,STREET,False,2018
1/15/2018 16:00,069XX S MERRILL AVE,OFFENSE INVOLVING CHILDREN,"SCHOOL, PUBLIC, BUILDING",False,2018
1/18/2018 12:00,102XX S FOREST AVE,OTHER OFFENSE,RESIDENCE,False,2018
1/21/2018 0:01,023XX N KARLOV AVE,THEFT,ABANDONED BUILDING,False,2018
1/17/2018 22:47,023XX S SAWYER AVE,ASSAULT,ALLEY,False,2018
1/22/2018 0:05,011XX S INDEPENDENCE BLVD,BATTERY,STREET,False,2018
1/22/2018 1:00,006XX W DRUMMOND PL,THEFT,STREET,False,2018
1/22/2018 10:00,026XX S HOMAN AVE,OTHER OFFENSE,APARTMENT,False,2018
1/22/2018 0:00,029XX S DR MARTIN LUTHER KING JR DR,DECEPTIVE PRACTICE,RESIDENCE,False,2018
1/22/2018 12:50,039XX S MICHIGAN AVE,ASSAULT,STREET,False,2018
1/22/2018 12:00,032XX S KEDZIE AVE,BATTERY,WAREHOUSE,False,2018
1/22/2018 12:40,046XX W 59TH ST,THEFT,CTA TRAIN,False,2018
1/22/2018 15:10,043XX W MAYPOLE AVE,BATTERY,STREET,False,2018
1/22/2018 12:19,021XX E 87TH ST,ASSAULT,"SCHOOL, PUBLIC, BUILDING",False,2018
1/22/2018 17:50,040XX W JACKSON BLVD,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,False,2018
1/22/2018 16:49,064XX S HONORE ST,BATTERY,SIDEWALK,True,2018
1/22/2018 18:50,037XX W CHICAGO AVE,OTHER OFFENSE,SIDEWALK,False,2018
1/22/2018 18:45,047XX N CENTRAL AVE,THEFT,DRUG STORE,False,2018
1/22/2018 18:40,038XX W GEORGE ST,THEFT,RESIDENCE,False,2018
1/22/2018 9:48,016XX N AUSTIN AVE,DECEPTIVE PRACTICE,STREET,False,2018
1/22/2018 15:34,086XX S STATE ST,INTERFERENCE WITH PUBLIC OFFICER,STREET,False,2018
1/22/2018 17:10,008XX W CHICAGO AVE,THEFT,CTA BUS,False,2018
1/22/2018 20:49,0000X S STATE ST,THEFT,SMALL RETAIL STORE,True,2018
1/22/2018 22:30,042XX W ROSCOE ST,BURGLARY,RESIDENCE-GARAGE,False,2018
1/22/2018 20:00,052XX W MELROSE ST,MOTOR VEHICLE THEFT,STREET,False,2018
1/22/2018 18:44,009XX N DRAKE AVE,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),False,2018
1/22/2018 2:45,058XX S SPRINGFIELD AVE,HOMICIDE,AUTO,False,2018
1/22/2018 18:28,010XX E 80TH ST,HOMICIDE,HOUSE,True,2018
1/22/2018 22:00,026XX E 83RD ST,HOMICIDE,STREET,False,2018
1/9/2018 10:30,064XX S TALMAN AVE,ASSAULT,RESIDENCE PORCH/HALLWAY,True,2018
1/9/2018 9:55,053XX W MADISON ST,ROBBERY,SIDEWALK,True,2018
1/23/2018 2:30,007XX S SPAULDING AVE,BATTERY,APARTMENT,False,2018
1/23/2018 3:38,043XX S MICHIGAN AVE,BATTERY,APARTMENT,False,2018
1/23/2018 0:35,076XX S CAMPBELL AVE,OTHER OFFENSE,RESIDENCE,False,2018
1/23/2018 11:30,081XX S DREXEL AVE,BURGLARY,APARTMENT,False,2018
1/23/2018 13:50,009XX E 133RD PL,WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",True,2018
1/23/2018 16:58,039XX W 59TH ST,NARCOTICS,STREET,True,2018
1/23/2018 16:50,0000X N STATE ST,THEFT,DEPARTMENT STORE,True,2018
1/23/2018 10:33,049XX S WESTERN AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/23/2018 20:20,003XX E 47TH ST,THEFT,CTA TRAIN,False,2018
1/23/2018 19:00,071XX S LOWE AVE,ROBBERY,STREET,False,2018
1/23/2018 21:04,130XX S EVANS AVE,NARCOTICS,RESIDENCE,True,2018
1/23/2018 14:00,042XX W 21ST ST,BURGLARY,APARTMENT,False,2018
1/23/2018 23:30,057XX S CICERO AVE,THEFT,AIRPORT EXTERIOR - NON-SECURE AREA,False,2018
1/23/2018 22:15,0000X W RANDOLPH ST,BATTERY,VEHICLE NON-COMMERCIAL,False,2018
1/23/2018 21:00,013XX W 18TH ST,BURGLARY,APARTMENT,False,2018
1/23/2018 16:15,080XX S WESTERN AVE,ASSAULT,SIDEWALK,False,2018
1/12/2018 7:00,041XX N KEYSTONE AVE,DECEPTIVE PRACTICE,RESIDENCE,False,2018
1/8/2018 14:05,057XX S CICERO AVE,THEFT,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,False,2018
1/24/2018 0:30,004XX E 109TH ST,OTHER OFFENSE,APARTMENT,False,2018
1/23/2018 19:53,042XX W HIRSCH ST,HOMICIDE,AUTO,False,2018
1/24/2018 5:20,060XX S WASHTENAW AVE,BATTERY,APARTMENT,False,2018
1/24/2018 9:10,048XX W VAN BUREN ST,NARCOTICS,OTHER,True,2018
1/24/2018 10:00,065XX S WASHTENAW AVE,ASSAULT,RESIDENCE,False,2018
1/24/2018 12:13,001XX S HAMLIN BLVD,NARCOTICS,STREET,True,2018
1/24/2018 12:24,052XX S NEW ENGLAND AVE,THEFT,RESIDENCE PORCH/HALLWAY,False,2018
1/24/2018 14:45,085XX S COTTAGE GROVE AVE,THEFT,DEPARTMENT STORE,False,2018
1/24/2018 9:30,077XX S NORMAL AVE,BURGLARY,APARTMENT,False,2018
1/24/2018 19:36,006XX W HUBBARD ST,THEFT,STREET,False,2018
1/24/2018 16:30,026XX N LINCOLN AVE,CRIMINAL DAMAGE,STREET,False,2018
1/24/2018 20:52,028XX S HILLOCK AVE,CRIMINAL DAMAGE,RESIDENCE,False,2018
1/24/2018 18:30,002XX W 110TH ST,BURGLARY,RESIDENCE,False,2018
1/24/2018 11:55,075XX S HARVARD AVE,ASSAULT,"SCHOOL, PUBLIC, BUILDING",False,2018
1/24/2018 22:00,085XX S RACINE AVE,CRIMINAL DAMAGE,STREET,False,2018
1/24/2018 10:38,057XX S HERMITAGE AVE,OTHER OFFENSE,RESIDENCE,False,2018
1/24/2018 19:00,014XX W HURON ST,THEFT,STREET,False,2018
1/24/2018 5:00,082XX S LOOMIS BLVD,BATTERY,RESIDENCE,False,2018
1/24/2018 0:00,016XX S KOMENSKY AVE,BATTERY,RESIDENCE,False,2018
1/24/2018 4:23,035XX W MONTROSE AVE,THEFT,RESIDENCE PORCH/HALLWAY,False,2018
1/14/2018 8:30,052XX S MAY ST,CRIMINAL DAMAGE,APARTMENT,False,2018
1/14/2018 13:00,109XX S DOTY AVE W,DECEPTIVE PRACTICE,DEPARTMENT STORE,False,2018
1/23/2018 7:50,0000X S STATE ST,THEFT,CTA TRAIN,False,2018
1/24/2018 6:45,004XX S PULASKI RD,HOMICIDE,STREET,False,2018
1/24/2018 14:47,050XX W FULLERTON AVE,HOMICIDE,RETAIL STORE,True,2018
1/25/2018 1:55,034XX W DIVERSEY AVE,ASSAULT,SMALL RETAIL STORE,True,2018
1/25/2018 3:22,082XX S MAY ST,OTHER OFFENSE,STREET,False,2018
1/2/2018 14:42,051XX W SCHOOL ST,BURGLARY,RESIDENCE-GARAGE,True,2018
1/25/2018 9:25,010XX N KEYSTONE AVE,THEFT,STREET,False,2018
1/25/2018 11:47,018XX W 50TH ST,OTHER OFFENSE,STREET,True,2018
1/25/2018 10:48,048XX N MARINE DR,BATTERY,HOSPITAL BUILDING/GROUNDS,False,2018
1/25/2018 12:17,131XX S ELLIS AVE,BATTERY,RESIDENCE,False,2018
1/25/2018 8:15,004XX N TROY ST,ASSAULT,"SCHOOL, PUBLIC, BUILDING",False,2018
1/25/2018 14:00,0000X E ROOSEVELT RD,THEFT,OTHER,False,2018
1/25/2018 16:15,030XX N MOBILE AVE,BATTERY,"SCHOOL, PUBLIC, GROUNDS",True,2018
1/25/2018 20:50,024XX N MANGO AVE,BATTERY,RESIDENCE,False,2018
1/25/2018 22:13,020XX W NORTH AVE,WEAPONS VIOLATION,OTHER,False,2018
1/25/2018 22:00,070XX S INDIANA AVE,ARSON,RESIDENCE PORCH/HALLWAY,True,2018
1/25/2018 20:00,0000X E MONROE ST,ROBBERY,BANK,False,2018
1/25/2018 21:00,010XX W 80TH ST,CRIMINAL DAMAGE,APARTMENT,False,2018
1/25/2018 20:00,044XX W 30TH ST,MOTOR VEHICLE THEFT,STREET,False,2018
1/25/2018 22:09,014XX N KINGSBURY ST,THEFT,STREET,False,2018
1/25/2018 18:30,0000X E 35TH ST,THEFT,CTA TRAIN,False,2018
1/25/2018 11:00,084XX S SAGINAW AVE,THEFT,AUTO / BOAT / RV DEALERSHIP,False,2018
1/13/2018 9:40,058XX N KENMORE AVE,THEFT,RESIDENCE PORCH/HALLWAY,False,2018
1/26/2018 0:34,075XX N CLAREMONT AVE,ROBBERY,SIDEWALK,False,2018
1/26/2018 0:00,020XX W CORTEZ ST,THEFT,STREET,False,2018
1/26/2018 3:35,035XX W LAWRENCE AVE,BURGLARY,SMALL RETAIL STORE,False,2018
1/26/2018 7:45,031XX S MICHIGAN AVE,ROBBERY,GAS STATION,False,2018
1/26/2018 3:20,060XX N MENARD AVE,CRIMINAL TRESPASS,VEHICLE NON-COMMERCIAL,False,2018
1/26/2018 11:30,049XX S CHICAGO BEACH DR,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/26/2018 10:30,085XX S CALIFORNIA AVE,BATTERY,VEHICLE NON-COMMERCIAL,False,2018
1/26/2018 8:50,009XX E 101ST ST,CRIMINAL TRESPASS,RESIDENCE,False,2018
1/26/2018 15:30,049XX W SUPERIOR ST,NARCOTICS,ALLEY,True,2018
1/26/2018 0:45,061XX N MEADE AVE,THEFT,STREET,False,2018
1/26/2018 15:48,005XX N HOMAN AVE,WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,True,2018
1/26/2018 16:00,086XX S STONY ISLAND AVE,MOTOR VEHICLE THEFT,STREET,False,2018
1/26/2018 16:28,063XX S ASHLAND AVE,BATTERY,VACANT LOT/LAND,True,2018
1/26/2018 18:00,061XX S MAY ST,BATTERY,APARTMENT,False,2018
1/26/2018 19:29,131XX S ELLIS AVE,INTERFERENCE WITH PUBLIC OFFICER,STREET,True,2018
1/26/2018 12:30,013XX W EVERGREEN AVE,BURGLARY,APARTMENT,False,2018
1/26/2018 12:00,014XX N PAULINA ST,BURGLARY,APARTMENT,False,2018
1/26/2018 21:15,062XX S EVANS AVE,OTHER OFFENSE,APARTMENT,True,2018
1/26/2018 23:25,014XX W ROSEMONT AVE,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,True,2018
1/26/2018 12:00,045XX S PAULINA ST,OTHER OFFENSE,APARTMENT,False,2018
1/26/2018 16:36,054XX W SCHUBERT AVE,ASSAULT,RESIDENCE,False,2018
1/26/2018 4:00,075XX S STONY ISLAND AVE,BATTERY,STREET,False,2018
1/26/2018 21:00,015XX N CLYBOURN AVE,THEFT,RESTAURANT,False,2018
1/26/2018 20:07,061XX N DRAKE AVE,OTHER OFFENSE,RESIDENCE,False,2018
1/26/2018 10:30,053XX N LINCOLN AVE,OTHER OFFENSE,HOTEL/MOTEL,False,2018
1/17/2018 10:00,005XX S PLYMOUTH CT,DECEPTIVE PRACTICE,APARTMENT,False,2018
1/26/2018 17:00,055XX W WASHINGTON BLVD,MOTOR VEHICLE THEFT,STREET,False,2018
1/1/2018 16:00,037XX W MONTROSE AVE,OTHER OFFENSE,RESIDENCE,False,2018
1/26/2018 10:32,070XX S VINCENNES AVE,HOMICIDE,STREET,False,2018
1/27/2018 1:50,017XX W TAYLOR ST,BATTERY,HOSPITAL BUILDING/GROUNDS,False,2018
1/27/2018 2:30,0000X E 83RD ST,CRIMINAL DAMAGE,RESTAURANT,False,2018
1/2/2018 18:14,001XX W ELM ST,BATTERY,CHA APARTMENT,True,2018
1/27/2018 3:55,028XX W 21ST ST,BATTERY,APARTMENT,True,2018
1/27/2018 0:01,005XX W MELROSE ST,DECEPTIVE PRACTICE,STREET,False,2018
1/27/2018 10:00,055XX W IRVING PARK RD,THEFT,OTHER,False,2018
1/27/2018 6:50,013XX N RIDGEWAY AVE,CRIMINAL DAMAGE,STREET,True,2018
1/27/2018 9:30,035XX S RHODES AVE,BATTERY,APARTMENT,True,2018
1/27/2018 10:26,043XX W GLADYS AVE,WEAPONS VIOLATION,SIDEWALK,True,2018
1/27/2018 12:15,040XX W VAN BUREN ST,NARCOTICS,SIDEWALK,True,2018
1/27/2018 10:00,017XX N WASHTENAW AVE,THEFT,CONSTRUCTION SITE,False,2018
1/27/2018 14:58,071XX S CYRIL AVE,BATTERY,APARTMENT,False,2018
1/27/2018 18:30,065XX S WINCHESTER AVE,ASSAULT,RESIDENCE,False,2018
1/27/2018 18:30,014XX W SHAKESPEARE AVE,THEFT,STREET,False,2018
1/27/2018 19:35,055XX S TALMAN AVE,THEFT,STREET,False,2018
1/27/2018 18:20,036XX W CULLOM AVE,BATTERY,SIDEWALK,False,2018
1/1/2018 12:00,026XX N SHEFFIELD AVE,OTHER OFFENSE,CHA APARTMENT,False,2018
1/3/2018 14:00,019XX N LINCOLN PARK WEST,THEFT,RESIDENCE,False,2018
1/8/2018 14:00,083XX S COTTAGE GROVE AVE,THEFT,RESIDENCE PORCH/HALLWAY,False,2018
1/3/2018 6:00,061XX N SHERIDAN RD,BURGLARY,RESIDENCE,True,2018
1/27/2018 2:27,025XX W DIVISION ST,HOMICIDE,AUTO,False,2018
1/27/2018 11:55,013XX W 110TH PL,HOMICIDE,STREET,False,2018
1/9/2018 14:00,034XX S COTTAGE GROVE AVE,OTHER OFFENSE,OTHER,True,2018
1/10/2018 18:25,065XX S DR MARTIN LUTHER KING JR DR,BATTERY,RESIDENCE PORCH/HALLWAY,True,2018
1/28/2018 2:40,011XX S CANAL ST,DECEPTIVE PRACTICE,RESTAURANT,False,2018
1/28/2018 9:40,083XX S PEORIA ST,BATTERY,APARTMENT,False,2018
1/28/2018 21:24,013XX N PULASKI RD,BATTERY,STREET,False,2018
1/28/2018 9:30,081XX S RHODES AVE,THEFT,STREET,False,2018
1/29/2018 0:01,048XX S PRINCETON AVE,OTHER OFFENSE,APARTMENT,False,2018
1/19/2018 8:35,062XX N FRANCISCO AVE,BATTERY,APARTMENT,True,2018
1/26/2018 23:00,007XX N LOTUS AVE,OFFENSE INVOLVING CHILDREN,APARTMENT,True,2018
1/29/2018 15:48,026XX S KARLOV AVE,CRIMINAL DAMAGE,APARTMENT,False,2018
1/29/2018 7:00,0000X N STATE ST,THEFT,RESTAURANT,False,2018
1/16/2018 20:00,059XX S RACINE AVE,THEFT,RESIDENCE,False,2018
1/15/2018 15:45,001XX N STATE ST,THEFT,RESTAURANT,False,2018
1/27/2018 17:20,048XX W IRVING PARK RD,THEFT,SMALL RETAIL STORE,False,2018
1/26/2018 12:07,081XX S ELLIS AVE,BATTERY,APARTMENT,False,2018
1/23/2018 23:25,005XX N LA SALLE DR,BURGLARY,CONVENIENCE STORE,True,2018
1/29/2018 11:00,077XX S PHILLIPS AVE,BURGLARY,APARTMENT,False,2018
1/31/2018 0:12,052XX S WESTERN AVE,OTHER OFFENSE,STREET,True,2018
1/1/2018 9:00,034XX N LINCOLN AVE,OTHER OFFENSE,RESIDENCE,False,2018
1/25/2018 15:58,078XX S ASHLAND AVE,THEFT,SMALL RETAIL STORE,False,2018
1/26/2018 19:30,040XX N MILWAUKEE AVE,BURGLARY,ANIMAL HOSPITAL,False,2018
1/30/2018 21:51,024XX W EASTWOOD AVE,HOMICIDE,HOUSE,True,2018
1/3/2018 20:00,004XX E 46TH ST,MOTOR VEHICLE THEFT,STREET,True,2018
1/26/2018 9:20,0000X W KINZIE ST,DECEPTIVE PRACTICE,HOTEL/MOTEL,True,2018
1/26/2018 10:07,011XX W WILSON AVE,WEAPONS VIOLATION,STREET,True,2018
1/31/2018 16:08,042XX N CLARENDON AVE,ASSAULT,"SCHOOL, PUBLIC, BUILDING",False,2018
1/31/2018 9:35,075XX S BLACKSTONE AVE,BATTERY,SIDEWALK,False,2018
1/26/2018 16:30,019XX W LAWRENCE AVE,THEFT,APARTMENT,False,2018
1/10/2018 18:00,014XX N LAKE SHORE DR,THEFT,STREET,False,2018
1/8/2018 19:00,063XX S FAIRFIELD AVE,THEFT,APARTMENT,False,2018
1/28/2018 3:56,049XX W CARMEN AVE,OTHER OFFENSE,RESIDENCE,False,2018
1/31/2018 23:22,047XX W ARTHINGTON ST,HOMICIDE,STREET,False,2018
1/31/2018 14:02,111XX S EMERALD AVE,HOMICIDE,APARTMENT,True,2018
1/27/2018 19:33,046XX W FIFTH AVE,PROSTITUTION,STREET,True,2018
1/27/2018 19:20,0000X W OHIO ST,THEFT,RESTAURANT,False,2018
1/27/2018 22:43,019XX S KEDZIE AVE,THEFT,CTA PLATFORM,False,2018
1/28/2018 1:15,006XX N ORLEANS ST,BATTERY,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/28/2018 4:31,0000X W TERMINAL ST,CRIMINAL TRESPASS,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,True,2018
1/28/2018 4:05,012XX N DEARBORN ST,THEFT,RESIDENCE,False,2018
1/27/2018 11:00,0000X S MICHIGAN AVE,THEFT,HOTEL/MOTEL,False,2018
1/28/2018 7:20,037XX W AGATITE AVE,BATTERY,APARTMENT,False,2018
1/19/2018 20:00,018XX W NORTH AVE,OTHER OFFENSE,RESTAURANT,False,2018
1/27/2018 19:00,003XX N STATE ST,PUBLIC PEACE VIOLATION,RESTAURANT,False,2018
1/28/2018 6:10,019XX S ST LOUIS AVE,CRIM SEXUAL ASSAULT,APARTMENT,False,2018
1/28/2018 13:30,021XX W DEVON AVE,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,True,2018
1/28/2018 13:51,0000X W TERMINAL ST,PUBLIC PEACE VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,2018
1/28/2018 13:40,001XX N PINE AVE,BATTERY,APARTMENT,True,2018
1/28/2018 16:27,0000X S STATE ST,THEFT,DEPARTMENT STORE,True,2018
1/28/2018 14:15,031XX W MADISON ST,BATTERY,RESIDENCE PORCH/HALLWAY,False,2018
1/28/2018 17:50,107XX S TRUMBULL AVE,ASSAULT,STREET,False,2018
1/28/2018 18:00,031XX W 103RD ST,THEFT,SMALL RETAIL STORE,True,2018
1/28/2018 19:23,014XX S ST LOUIS AVE,NARCOTICS,SIDEWALK,True,2018
1/28/2018 20:23,006XX E 87TH PL,BATTERY,RESIDENCE,False,2018
1/28/2018 19:30,006XX N RUSH ST,BATTERY,HOTEL/MOTEL,False,2018
1/28/2018 19:15,013XX E 47TH ST,THEFT,SMALL RETAIL STORE,False,2018
1/29/2018 1:00,0000X W CHICAGO AVE,THEFT,RESTAURANT,False,2018
1/28/2018 22:55,016XX W CULLERTON ST,WEAPONS VIOLATION,STREET,True,2018
1/29/2018 4:48,061XX N LINCOLN AVE,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,False,2018
1/29/2018 4:30,100XX W OHARE ST,THEFT,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,False,2018
1/29/2018 8:15,011XX W JACKSON BLVD,BATTERY,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",False,2018
1/28/2018 17:30,018XX N CLARK ST,THEFT,STREET,False,2018
1/26/2018 13:00,017XX W PRYOR AVE,BATTERY,"SCHOOL, PUBLIC, BUILDING",False,2018
1/29/2018 12:15,068XX S CORNELL AVE,BATTERY,RESIDENTIAL YARD (FRONT/BACK),False,2018
1/29/2018 11:55,063XX S WOODLAWN AVE,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/26/2018 10:00,050XX W WINDSOR AVE,THEFT,RESIDENCE,False,2018
1/29/2018 11:45,007XX S WABASH AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/29/2018 11:05,131XX S CARVER DR,BATTERY,"SCHOOL, PUBLIC, BUILDING",True,2018
1/29/2018 7:30,065XX S DR MARTIN LUTHER KING JR DR,CRIMINAL DAMAGE,APARTMENT,False,2018
