ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11201682,JB112516,1/2/2018 9:00,013XX W DIVERSEY PKWY,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1932,19,32,6,11,1166742,1918705,2018,5/4/2018 15:51,41.93249552,-87.6626547,"(41.932495516, -87.662654695)"
11202040,JB100153,1/1/2018 2:00,019XX N WESTERN AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,FALSE,FALSE,1434,14,1,22,14,1160061,1912686,2018,5/4/2018 15:51,41.91611975,-87.68737321,"(41.916119748, -87.687373212)"
11202271,JB113597,1/11/2018 13:58,040XX N BROADWAY,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,FALSE,1915,19,46,3,26,1169639,1927459,2018,5/4/2018 15:51,41.95645417,-87.65175281,"(41.956454167, -87.651752813)"
11202344,JB113802,1/3/2018 10:00,075XX S PULASKI RD,820,THEFT,$500 AND UNDER,COLLEGE/UNIVERSITY RESIDENCE HALL,FALSE,FALSE,833,8,13,65,6,1151002,1854551,2018,5/4/2018 15:51,41.75677217,-87.72217535,"(41.756772166, -87.722175346)"
11202948,JB114321,1/12/2018 18:54,016XX W PETERSON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,FALSE,FALSE,2433,24,40,77,15,1164395,1939930,2018,5/4/2018 15:51,41.99078788,-87.67067642,"(41.990787884, -87.670676421)"
11205131,JB117316,1/12/2018 8:00,083XX S MANISTEE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,TRUE,TRUE,423,4,7,46,20,1195947,1850181,2018,5/4/2018 15:51,41.74378632,-87.55760611,"(41.743786316, -87.557606108)"
11204688,JB116987,1/15/2018 13:53,007XX N PINE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,FALSE,FALSE,1524,15,37,25,15,1139389,1904418,2018,5/4/2018 15:51,41.89383352,-87.76352364,"(41.893833519, -87.763523635)"
11206945,JB113327,1/11/2018 9:00,004XX S CLARK ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,122,1,2,32,5,1175595,1898332,2018,5/4/2018 15:51,41.8763964,-87.63073444,"(41.876396396, -87.630734438)"
11207208,JB120518,1/9/2018 0:00,001XX N HAMLIN BLVD,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1122,11,28,26,6,1151043,1900265,2018,5/4/2018 15:51,41.8822169,-87.72083083,"(41.882216895, -87.720830834)"
11204306,JB116484,1/15/2018 0:39,018XX N NEW ENGLAND AVE,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,2513,25,36,25,08A,1130138,1911436,2018,5/4/2018 15:51,41.91325542,-87.79733909,"(41.913255417, -87.797339086)"
11207506,JB119283,1/1/2018 15:00,045XX N ELSTON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1722,17,45,16,7,1147534,1929743,2018,5/4/2018 15:51,41.96317532,-87.73295816,"(41.963175316, -87.73295816)"
11207562,JB117984,1/2/2018 9:00,079XX S INGLESIDE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,624,6,8,44,5,1183940,1852528,2018,5/4/2018 15:51,41.75051533,-87.60152699,"(41.750515331, -87.601526994)"
11207591,JB120459,1/1/2018 9:50,082XX S MARYLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,631,6,8,44,11,1183340,1850486,2018,5/4/2018 15:51,41.74492585,-87.60378909,"(41.744925849, -87.603789093)"
11208046,JB121697,1/4/2018 0:01,047XX N RAVENSWOOD AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,FALSE,FALSE,1912,19,47,3,10,1163519,1931453,2018,5/4/2018 15:51,41.96754524,-87.6741385,"(41.967545244, -87.674138502)"
23776,JB115833,1/14/2018 11:03,119XX S HARVARD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,522,5,34,53,01A,1176105,1825684,2018,3/18/2019 16:08,41.67703095,-87.63104024,"(41.677030954, -87.631040238)"
11204414,JB116560,1/15/2018 5:20,021XX W 24TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1034,10,25,31,08B,1162403,1888059,2018,5/4/2018 15:51,41.84849243,-87.67945821,"(41.848492427, -87.679458207)"
11204415,JB116556,1/15/2018 1:00,063XX S RACINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,724,7,16,67,14,1169406,1862798,2018,5/4/2018 15:51,41.77902441,-87.65448916,"(41.779024407, -87.654489164)"
11204631,JB116926,1/15/2018 13:22,056XX S BISHOP ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,713,7,16,67,18,1167625,1867441,2018,5/4/2018 15:51,41.79180376,-87.66088535,"(41.791803761, -87.66088535)"
11204758,JB117175,1/15/2018 16:50,052XX W ADDISON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1634,16,38,15,7,1140892,1923436,2018,5/4/2018 15:51,41.94599344,-87.75753456,"(41.945993442, -87.757534561)"
11204798,JB117246,1/15/2018 17:26,061XX S ARCHER AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,811,8,23,56,6,1136764,1867992,2018,5/4/2018 15:51,41.79392247,-87.77403576,"(41.793922473, -87.774035764)"
11204918,JB117348,1/15/2018 8:00,029XX W BLOOMINGDALE AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1421,14,35,22,6,,,2018,1/22/2018 16:02,,,
11205058,JB117398,1/15/2018 20:40,015XX S PULASKI RD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1014,10,24,29,15,1149967,1892221,2018,5/4/2018 15:51,41.86016424,-87.72499128,"(41.860164239, -87.724991276)"
11205735,JB117633,1/15/2018 18:50,020XX N PULASKI RD,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,2525,25,30,20,6,,,2018,1/22/2018 16:02,,,
11206617,JB118845,1/15/2018 13:00,023XX N CLARK ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1812,18,43,7,6,,,2018,1/22/2018 16:02,,,
11208494,JB122152,1/15/2018 17:30,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,111,1,42,32,11,,,2018,1/22/2018 16:02,,,
11208604,JB117496,1/15/2018 21:00,030XX S FORT DEARBORN,1330,CRIMINAL TRESPASS,TO LAND,OTHER,FALSE,FALSE,133,1,4,35,26,1181808,1885152,2018,5/4/2018 15:51,41.84008791,-87.60833131,"(41.840087909, -87.608331312)"
11208685,JB122582,1/15/2018 10:00,012XX N HOYNE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,1424,14,32,24,11,1162179,1908190,2018,5/4/2018 15:51,41.90373836,-87.67971767,"(41.903738359, -87.679717671)"
11208844,JB122724,1/15/2018 5:30,120XX S STEWART AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,523,5,34,53,6,1175793,1825073,2018,5/4/2018 15:51,41.67536125,-87.63220044,"(41.675361246, -87.632200442)"
11208860,JB121733,1/15/2018 19:00,001XX N CENTRAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,1523,15,29,25,08B,1139026,1900455,2018,5/4/2018 15:51,41.88296515,-87.76495324,"(41.882965153, -87.764953242)"
11209303,JB123403,1/15/2018 20:30,033XX W BELDEN AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1413,14,35,22,6,1153591,1915089,2018,5/4/2018 15:51,41.92284505,-87.71107968,"(41.922845046, -87.711079676)"
11205133,JB117528,1/16/2018 1:35,059XX S SACRAMENTO AVE,041B,BATTERY,AGGRAVATED: OTHER FIREARM,STREET,FALSE,FALSE,824,8,16,66,04B,1157395,1865202,2018,5/4/2018 15:51,41.78587308,-87.69845776,"(41.785873083, -87.698457761)"
11205454,JB117987,1/16/2018 11:00,008XX S STATE ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,123,1,2,32,6,1176487,1896508,2018,5/4/2018 15:51,41.87137115,-87.62751442,"(41.871371147, -87.627514417)"
11206119,JB118986,1/16/2018 11:30,044XX S PULASKI RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,FALSE,821,8,14,57,11,1150424,1874895,2018,5/4/2018 15:51,41.81261053,-87.72376507,"(41.812610526, -87.723765071)"
11206639,JB119494,1/16/2018 18:35,004XX E Illinois St,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1834,18,42,8,6,,,2018,1/23/2018 15:53,,,
11205939,JB118722,1/17/2018 3:15,028XX W 19TH ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,1022,10,12,30,08B,1157372,1890584,2018,5/4/2018 15:51,41.85552494,-87.6978538,"(41.855524939, -87.6978538)"
11196354,JB105788,1/5/2018 16:20,009XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1833,18,42,8,6,1177324,1906733,2018,5/4/2018 15:51,41.89941016,-87.62413127,"(41.899410159, -87.624131266)"
11206238,JB118795,1/17/2018 7:22,073XX S PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,735,7,17,67,08B,1166281,1856102,2018,5/4/2018 15:51,41.76071682,-87.66613614,"(41.760716823, -87.666136141)"
11206242,JB119161,1/17/2018 12:35,014XX W 95TH ST,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,2222,22,21,73,08A,1168582,1841746,2018,5/4/2018 15:51,41.72127265,-87.65811569,"(41.721272646, -87.658115693)"
11206429,JB119437,1/17/2018 15:30,014XX W 89TH ST,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET,FALSE,FALSE,2222,22,21,71,20,1168474,1845763,2018,5/4/2018 15:51,41.73229821,-87.65839591,"(41.732298214, -87.658395911)"
11206571,JB119608,1/17/2018 17:28,048XX S ELIZABETH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,933,9,20,61,08B,1168809,1872635,2018,5/4/2018 15:51,41.80603119,-87.65639385,"(41.806031188, -87.656393851)"
11206574,JB119459,1/17/2018 14:41,091XX S COMMERCIAL AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,423,4,10,46,26,1197730,1845014,2018,5/4/2018 15:51,41.72956337,-87.55124524,"(41.72956337, -87.551245239)"
11206655,JB119482,1/17/2018 16:10,035XX N WHIPPLE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1733,17,33,21,11,,,2018,1/24/2018 15:54,,,
11206859,JB119979,1/17/2018 23:46,063XX S LAFLIN ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,725,7,16,67,26,1167424,1862665,2018,5/4/2018 15:51,41.77870214,-87.66175917,"(41.778702144, -87.661759167)"
11207732,JB119658,1/17/2018 17:40,096XX S WOODLAWN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,511,5,8,50,7,1185898,1841236,2018,5/4/2018 15:51,41.71948295,-87.59470718,"(41.719482954, -87.594707177)"
11210896,JB125319,1/4/2018 15:00,0000X N FRANKLIN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,FALSE,122,1,42,32,11,1174325,1900633,2018,5/4/2018 15:51,41.88273892,-87.6353287,"(41.882738916, -87.635328699)"
11211360,JB126128,1/4/2018 23:30,0000X E MONROE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,HOTEL/MOTEL,FALSE,FALSE,112,1,42,32,11,1176591,1899936,2018,5/4/2018 15:51,41.88077543,-87.62702903,"(41.880775433, -87.627029031)"
11211383,JB120065,1/18/2018 5:13,017XX E 74TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,324,3,8,43,14,1189061,1856256,2018,5/4/2018 15:51,41.76062424,-87.58264233,"(41.760624241, -87.582642333)"
11212691,JB127792,1/12/2018 22:00,100XX W OHARE ST,810,THEFT,OVER $500,AIRPORT EXTERIOR - SECURE AREA,FALSE,FALSE,1651,16,41,76,6,1100658,1934241,2018,5/4/2018 15:51,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
11213008,JB128156,1/10/2018 12:00,034XX W NORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1422,14,26,23,14,1153177,1910421,2018,5/4/2018 15:51,41.91004388,-87.71272498,"(41.910043882, -87.712724975)"
11213398,JB118091,1/16/2018 14:35,112XX S HOMEWOOD AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2212,22,19,75,08B,1165406,1829959,2018,5/4/2018 15:51,41.68899494,-87.6700813,"(41.688994937, -87.670081301)"
11213451,JB126610,1/18/2018 18:59,049XX W BELLE PLAINE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1624,16,45,15,08B,1142526,1926799,2018,5/4/2018 15:51,41.95519154,-87.75144453,"(41.95519154, -87.751444529)"
23777,JB120039,1/18/2018 3:41,066XX S EVANS AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,321,3,20,42,01A,1182361,1861107,2018,3/18/2019 16:08,41.77409369,-87.60704769,"(41.774093686, -87.607047693)"
11208487,JB122211,1/19/2018 13:45,007XX W 38TH ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,915,9,11,60,08A,,,2018,1/26/2018 16:07,,,
11212198,JB126936,1/19/2018 17:15,002XX S WABASH AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,113,1,42,32,6,,,2018,1/26/2018 16:07,,,
11214037,JB128532,1/1/2018 16:30,0000X W TERMINAL ST,820,THEFT,$500 AND UNDER,AIRCRAFT,FALSE,FALSE,1655,16,41,76,6,1104700,1933741,2018,5/4/2018 15:51,41.97486195,-87.89037215,"(41.974861952, -87.890372151)"
11196440,JB105929,1/5/2018 20:40,053XX S HERMITAGE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,TRUE,932,9,16,61,04A,1165589,1869195,2018,5/4/2018 15:51,41.79666041,-87.66830125,"(41.796660409, -87.668301252)"
11196490,JB105903,1/5/2018 19:50,083XX S SANGAMON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,613,6,21,71,04A,1171415,1849590,2018,5/4/2018 15:51,41.74273624,-87.64751005,"(41.742736236, -87.647510047)"
11196541,JB106046,1/5/2018 22:30,033XX S WOOD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,912,9,11,59,08B,1164891,1882751,2018,5/4/2018 15:51,41.83387439,-87.67047743,"(41.833874394, -87.670477429)"
11196735,JB106362,1/6/2018 3:30,027XX W 65TH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,825,8,15,66,6,1159323,1861419,2018,5/4/2018 15:51,41.77545271,-87.69149227,"(41.775452714, -87.691492266)"
11197003,JB106760,1/6/2018 15:50,001XX W DIVISION ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1824,18,42,8,08B,1175156,1908348,2018,5/4/2018 15:51,41.9038907,-87.63204572,"(41.903890702, -87.632045722)"
11197240,JB107125,1/6/2018 21:57,115XX S PERRY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,522,5,34,53,15,1177650,1828299,2018,5/4/2018 15:51,41.68417221,-87.62530646,"(41.684172214, -87.625306458)"
11197401,JB107310,1/7/2018 4:00,100XX S VERNON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,511,5,9,49,6,1181018,1838393,2018,5/4/2018 15:51,41.7117949,-87.61266814,"(41.711794902, -87.612668144)"
11197450,JB107372,1/7/2018 7:20,086XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,614,6,21,71,6,1167181,1847361,2018,5/4/2018 15:51,41.73671109,-87.66308714,"(41.736711088, -87.663087144)"
11197499,JB107441,1/5/2018 18:00,018XX W 69TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,735,7,17,67,7,1165058,1858921,2018,5/4/2018 15:51,41.76847849,-87.6705389,"(41.768478489, -87.670538895)"
11197648,JB107708,1/5/2018 19:30,001XX W 112TH PL,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,522,5,34,49,08A,1177290,1830355,2018,5/4/2018 15:51,41.6898223,-87.62656255,"(41.689822296, -87.626562554)"
11197693,JB107712,1/7/2018 11:45,023XX S AVERS AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1013,10,22,30,6,1151079,1888091,2018,5/4/2018 15:51,41.84880933,-87.72101749,"(41.848809325, -87.72101749)"
11197739,JB107833,1/7/2018 17:15,118XX S MARSHFIELD AVE,1330,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,TRUE,FALSE,2234,22,34,75,26,1167507,1826158,2018,5/4/2018 15:51,41.67851969,-87.66249794,"(41.678519693, -87.662497935)"
11197793,JB107867,1/7/2018 10:30,071XX S VINCENNES AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,731,7,6,69,5,1176657,1857808,2018,5/4/2018 15:51,41.76517115,-87.62805648,"(41.76517115, -87.628056483)"
11197844,JB107915,1/7/2018 2:30,029XX N BROADWAY,486,BATTERY,DOMESTIC BATTERY SIMPLE,BAR OR TAVERN,TRUE,TRUE,1934,19,44,6,08B,1171744,1919776,2018,5/4/2018 15:51,41.93532554,-87.64424142,"(41.935325541, -87.644241415)"
11197893,JB107938,1/6/2018 12:15,078XX S WINCHESTER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,FALSE,TRUE,611,6,18,71,26,1164722,1852630,2018,5/4/2018 15:51,41.7512222,-87.67194779,"(41.751222201, -87.671947793)"
11197905,JB107277,1/7/2018 2:56,007XX N DRAKE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1121,11,27,23,08B,1152584,1904667,2018,5/4/2018 15:51,41.89426611,-87.71505578,"(41.894266111, -87.715055775)"
11197975,JB107991,1/7/2018 14:10,059XX W WASHINGTON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1512,15,29,25,08B,1136965,1900140,2018,5/4/2018 15:51,41.88213796,-87.77252901,"(41.88213796, -87.772529007)"
11198011,JB107215,1/7/2018 0:45,002XX E HURON ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1834,18,42,8,2,1178066,1905133,2018,5/4/2018 15:51,41.89500282,-87.62145471,"(41.895002822, -87.621454706)"
11198080,JB108202,1/7/2018 8:00,040XX N KEDZIE AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1724,17,33,16,5,1154336,1926632,2018,5/4/2018 15:51,41.95450503,-87.70803292,"(41.954505026, -87.708032917)"
11198425,JB108727,1/5/2018 16:30,013XX W 61ST ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,713,7,16,67,5,1168477,1864312,2018,5/4/2018 15:51,41.78319908,-87.65785136,"(41.783199083, -87.657851361)"
11198427,JB108720,1/7/2018 13:54,009XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1833,18,42,8,6,1177324,1906733,2018,5/4/2018 15:51,41.89941016,-87.62413127,"(41.899410159, -87.624131266)"
11198474,JB108789,1/7/2018 9:00,005XX N MC CLURG CT,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,1834,18,42,8,11,1179097,1904100,2018,5/4/2018 15:51,41.89214469,-87.61769981,"(41.892144688, -87.617699811)"
11198494,JB108832,1/6/2018 21:30,071XX S BENNETT AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,324,3,5,43,6,1189945,1857899,2018,5/4/2018 15:51,41.76511156,-87.57934971,"(41.765111557, -87.579349708)"
11198552,JB108938,1/7/2018 11:16,003XX W 115TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,FALSE,FALSE,522,5,34,49,26,1175915,1828666,2018,5/4/2018 15:51,41.68521827,-87.6316468,"(41.685218271, -87.631646796)"
11198704,JB108842,1/7/2018 4:00,021XX N CLYBOURN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,1811,18,32,7,11,1166511,1914535,2018,5/4/2018 15:51,41.92105776,-87.66362328,"(41.92105776, -87.66362328)"
11199081,JB109534,1/5/2018 20:00,015XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1922,19,47,6,14,1165210,1926640,2018,5/4/2018 15:51,41.9543023,-87.66805828,"(41.954302302, -87.668058281)"
11199197,JB108557,1/7/2018 5:00,009XX W 35TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,915,9,11,60,08B,1170790,1881267,2018,5/4/2018 15:51,41.82967521,-87.6488761,"(41.829675209, -87.648876104)"
11199237,JB109762,1/6/2018 11:00,064XX S CAMPBELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,825,8,15,66,26,1160814,1861894,2018,5/4/2018 15:51,41.77672551,-87.68601329,"(41.776725514, -87.686013288)"
11199294,JB107571,1/7/2018 12:00,079XX S RHODES AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,624,6,6,44,08B,1181284,1852405,2018,5/4/2018 15:51,41.75023939,-87.6112635,"(41.750239385, -87.611263501)"
11199399,JB109928,1/7/2018 2:00,007XX E 84TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,632,6,6,44,7,1182976,1849456,2018,5/4/2018 15:51,41.74210788,-87.60515477,"(41.742107877, -87.605154765)"
11199622,JB110267,1/7/2018 1:00,011XX W OAKDALE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,FALSE,1933,19,44,6,11,1168182,1919739,2018,5/4/2018 15:51,41.93530183,-87.65733293,"(41.93530183, -87.657332926)"
11199655,JB110176,1/5/2018 17:00,057XX S STATE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,FALSE,FALSE,232,2,20,40,11,1177250,1867135,2018,5/4/2018 15:51,41.79075206,-87.62560162,"(41.790752055, -87.625601621)"
11199707,JB109287,1/5/2018 19:40,012XX W 21st St,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1235,12,25,31,6,1168536,1890227,2018,5/4/2018 15:51,41.85431126,-87.65688706,"(41.854311261, -87.656887061)"
11199709,JB109549,1/7/2018 3:00,033XX N HALSTED ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1924,19,44,6,6,1170335,1922325,2018,5/4/2018 15:51,41.94235106,-87.64934478,"(41.942351064, -87.649344776)"
11199938,JB107244,1/7/2018 1:17,004XX W 62ND ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,711,7,20,68,08A,1174393,1863833,2018,5/4/2018 15:51,41.78175507,-87.63617567,"(41.781755074, -87.63617567)"
11199947,JB107554,1/5/2018 17:00,021XX W CONCORD PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1434,14,32,24,14,1161748,1910915,2018,5/4/2018 15:51,41.91122496,-87.68122474,"(41.911224963, -87.681224739)"
11200012,JB110673,1/6/2018 12:45,002XX N STETSON AVE,460,BATTERY,SIMPLE,ATHLETIC CLUB,FALSE,FALSE,114,1,42,32,08B,1177859,1901898,2018,5/4/2018 15:51,41.88613053,-87.62231341,"(41.886130534, -87.622313405)"
11200027,JB107263,1/6/2018 23:00,056XX S ABERDEEN ST,498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,FALSE,TRUE,712,7,16,68,04B,1169943,1867457,2018,5/4/2018 15:51,41.7917976,-87.65238521,"(41.791797599, -87.652385205)"
11200276,JB111070,1/3/2018 2:30,039XX N WESTERN AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1921,19,47,5,5,1159674,1926004,2018,5/4/2018 15:51,41.95267321,-87.68842697,"(41.952673205, -87.688426967)"
11200657,JB111337,1/6/2018 5:14,019XX W DIVISION ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,1212,12,1,24,11,1163031,1908001,2018,5/4/2018 15:51,41.90320187,-87.67659339,"(41.903201873, -87.676593393)"
11200717,JB111388,1/6/2018 23:07,022XX W DEVON AVE,1670,GAMBLING,GAME/AMUSEMENT DEVICE,CONVENIENCE STORE,TRUE,FALSE,2412,24,50,2,19,1160266,1942454,2018,5/4/2018 15:51,41.9978005,-87.68579365,"(41.997800496, -87.685793648)"
11202233,JB113657,1/5/2018 20:00,008XX W BELLE PLAINE AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1915,19,46,3,6,1169944,1927782,2018,5/4/2018 15:51,41.95733383,-87.6506221,"(41.957333828, -87.650622101)"
11205024,JB117442,1/15/2018 21:50,008XX W 50TH PL,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,933,9,3,61,08B,1171660,1871366,2018,5/4/2018 15:51,41.80248682,-87.64597468,"(41.802486824, -87.645974678)"
11211016,JB125667,1/6/2018 12:00,040XX N PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,1912,19,47,6,14,1164503,1926948,2018,5/4/2018 15:51,41.9551625,-87.67064855,"(41.955162499, -87.670648547)"
23780,JB122301,1/20/2018 0:04,029XX E 79TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,421,4,7,43,01A,1196965,1853146,2018,3/18/2019 16:08,41.75189725,-87.55377773,"(41.751897254, -87.553777728)"
23782,JB123082,1/20/2018 13:53,000XX W 69TH ST,110,HOMICIDE,FIRST DEGREE MURDER,CTA PROPERTY,TRUE,FALSE,731,7,6,69,01A,1177279,1859276,2018,3/18/2019 16:08,41.76918549,-87.62573242,"(41.769185486, -87.625732415)"
